1/9/2015,Sierra Leone,"10,056"
10/1/2014,Guinea,"1,199"
10/1/2014,Liberia,"3,890"
10/1/2014,Sierra Leone,"2,480"
10/10/2014,Guinea,"1,416"
10/10/2014,Liberia,"4,209"
10/10/2014,Sierra Leone,"3,062"
10/11/2014,Guinea,"1,441"
10/11/2014,Liberia,"4,249"
10/11/2014,Sierra Leone,"3,187"
10/12/2014,Guinea,"1,471"
10/12/2014,Liberia,"4,255"
10/12/2014,Sierra Leone,"3,252"
10/13/2014,Guinea,"1,483"
10/13/2014,Liberia,"4,262"
10/13/2014,Sierra Leone,"3,296"
10/14/2014,Guinea,"1,519"
10/14/2014,Sierra Leone,"3,410"
10/15/2014,Guinea,"1,528"
10/15/2014,Sierra Leone,"3,449"
10/16/2014,Guinea,"1,479"
10/16/2014,Liberia,"4,440"
10/16/2014,Sierra Leone,"3,508"
10/17/2014,Guinea,"1,501"
10/17/2014,Liberia,"4,607"
10/17/2014,Sierra Leone,"3,560"
10/18/2014,Guinea,"1,532"
10/18/2014,Liberia,"4,665"
10/18/2014,Sierra Leone,"3,624"
10/19/2014,Guinea,"1,540"
10/19/2014,Liberia,"4,693"
10/19/2014,Sierra Leone,"3,706"
10/2/2014,Liberia,"3,921"
10/20/2014,Guinea,"1,547"
10/20/2014,Liberia,"4,744"
10/20/2014,Sierra Leone,"3,786"
10/21/2014,Guinea,"1,553"
10/21/2014,Liberia,"4,772"
10/21/2014,Sierra Leone,"3,841"
10/22/2014,Guinea,"1,575"
10/22/2014,Liberia,"6,166"
10/22/2014,Sierra Leone,"3,896"
10/23/2014,Guinea,"1,608"
10/23/2014,Liberia,"6,248"
10/23/2014,Sierra Leone,"3,963"
10/24/2014,Guinea,"1,598"
10/24/2014,Liberia,"6,253"
10/24/2014,Mali,1
10/24/2014,Sierra Leone,"4,017"
10/25/2014,Guinea,"1,612"
10/25/2014,Liberia,"6,267"
10/25/2014,Mali,1
10/25/2014,Sierra Leone,"4,130"
10/26/2014,Guinea,"1,631"
10/26/2014,Mali,1
10/26/2014,Sierra Leone,"4,200"
10/27/2014,Guinea,"1,647"
10/27/2014,Liberia,"6,239"
10/27/2014,Mali,1
10/27/2014,Sierra Leone,"4,330"
10/28/2014,Guinea,"1,661"
10/28/2014,Liberia,"6,398"
10/28/2014,Mali,1
10/28/2014,Sierra Leone,"4,392"
10/29/2014,Guinea,"1,667"
10/29/2014,Liberia,"6,454"
10/29/2014,Mali,1
10/3/2014,Liberia,"3,879"
10/3/2014,Sierra Leone,"2,572"
10/30/2014,Guinea,"1,675"
10/30/2014,Liberia,"6,485"
10/30/2014,Sierra Leone,"4,487"
10/31/2014,Guinea,"1,688"
10/31/2014,Liberia,"6,525"
10/31/2014,Sierra Leone,"4,611"
10/4/2014,Liberia,"3,921"
10/4/2014,Sierra Leone,"2,727"
10/5/2014,Liberia,"3,949"
10/7/2014,Guinea,"1,350"
10/8/2014,Guinea,"1,383"
10/8/2014,Sierra Leone,"2,950"
10/9/2014,Guinea,"1,405"
10/9/2014,Liberia,"4,190"
11/1/2014,Guinea,"1,700"
11/1/2014,Sierra Leone,"4,686"
11/10/2014,Guinea,"1,902"
11/10/2014,Sierra Leone,"5,494"
11/11/2014,Guinea,"1,919"
11/11/2014,Sierra Leone,"4,617"
11/12/2014,Guinea,"1,928"
11/12/2014,Mali,3
11/12/2014,Sierra Leone,"5,682"
11/13/2014,Guinea,"1,924"
11/13/2014,Liberia,"7,009"
11/13/2014,Sierra Leone,"5,789"
11/14/2014,Guinea,"1,936"
11/14/2014,Mali,6
11/14/2014,Sierra Leone,"5,904"
11/15/2014,Guinea,"1,958"
11/15/2014,Mali,6
11/15/2014,Sierra Leone,"5,970"
11/16/2014,Liberia,"7,082"
11/16/2014,Sierra Leone,"6,073"
11/17/2014,Guinea,"2,003"
11/17/2014,Sierra Leone,"6,137"
11/18/2014,Guinea,"2,047"
11/18/2014,Liberia,"7,084"
11/18/2014,Sierra Leone,"6,190"
11/19/2014,Guinea,"2,055"
11/19/2014,Liberia,"7,017"
11/19/2014,Mali,6
11/19/2014,Sierra Leone,"6,261"
11/2/2014,Guinea,"1,731"
11/2/2014,Liberia,"6,524"
11/2/2014,Sierra Leone,"4,759"
11/20/2014,Guinea,"2,065"
11/20/2014,Liberia,"7,161"
11/20/2014,Sierra Leone,"6,391"
11/21/2014,Guinea,"2,094"
11/21/2014,Liberia,"7,165"
11/21/2014,Sierra Leone,"6,460"
11/22/2014,Guinea,"2,112"
11/22/2014,Liberia,"7,168"
11/22/2014,Sierra Leone,"6,535"
11/23/2014,Guinea,"2,134"
11/23/2014,Liberia,"7,196"
11/23/2014,Mali,8
11/23/2014,Sierra Leone,"6,599"
11/24/2014,Guinea,"2,100"
11/24/2014,Liberia,"7,244"
11/24/2014,Mali,8
11/24/2014,Sierra Leone,"6,714"
11/25/2014,Guinea,"2,123"
11/25/2014,Liberia,"7,254"
11/25/2014,Mali,8
11/25/2014,Sierra Leone,"6,802"
11/26/2014,Guinea,"2,133"
11/26/2014,Liberia,"7,278"
11/26/2014,Sierra Leone,"6,911"
11/27/2014,Guinea,"2,145"
11/27/2014,Liberia,"7,278"
11/27/2014,Sierra Leone,"7,021"
11/28/2014,Guinea,"2,155"
11/28/2014,Liberia,"7,635"
11/28/2014,Sierra Leone,"7,109"
11/29/2014,Guinea,"2,160"
11/29/2014,Liberia,"7,650"
11/29/2014,Sierra Leone,"7,226"
11/3/2014,Guinea,"1,760"
11/3/2014,Liberia,"6,562"
11/30/2014,Guinea,"2,164"
11/30/2014,Liberia,"7,653"
11/30/2014,Sierra Leone,"7,312"
11/4/2014,Guinea,"1,744"
11/4/2014,Liberia,"6,619"
11/5/2014,Guinea,"1,777"
11/5/2014,Mali,1
11/6/2014,Guinea,"1,818"
11/6/2014,Liberia,"6,278"
11/6/2014,Sierra Leone,"4,962"
11/7/2014,Guinea,"1,825"
11/7/2014,Liberia,"6,776"
11/7/2014,Sierra Leone,"5,019"
11/8/2014,Guinea,"1,835"
11/8/2014,Liberia,"6,822"
11/8/2014,Sierra Leone,"5,222"
11/9/2014,Guinea,"1,878"
11/9/2014,Sierra Leone,"4,435"
12/1/2014,Liberia,"7,675"
12/1/2014,Sierra Leone,"7,420"
12/10/2014,Sierra Leone,"8,069"
12/11/2014,Liberia,"7,819"
12/11/2014,Sierra Leone,"8,152"
12/12/2014,Liberia,"7,828"
12/12/2014,Sierra Leone,"8,201"
12/13/2014,Guinea,"2,394"
12/13/2014,Liberia,"7,835"
12/13/2014,Sierra Leone,"8,273"
12/14/2014,Liberia,"7,819"
12/14/2014,Sierra Leone,"8,356"
12/15/2014,Guinea,"2,430"
12/15/2014,Liberia,"7,823"
12/15/2014,Sierra Leone,"8,428"
12/16/2014,Guinea,"2,453"
12/16/2014,Liberia,"7,822"
12/16/2014,Sierra Leone,"8,488"
12/17/2014,Guinea,"2,482"
12/17/2014,Liberia,"7,815"
12/17/2014,Sierra Leone,"8,759"
12/18/2014,Guinea,"2,502"
12/18/2014,Liberia,"7,830"
12/18/2014,Sierra Leone,"8,832"
12/19/2014,Guinea,"2,557"
12/19/2014,Liberia,"7,852"
12/19/2014,Sierra Leone,"8,880"
12/2/2014,Guinea,"2,186"
12/2/2014,Liberia,"7,690"
12/2/2014,Sierra Leone,"7,551"
12/20/2014,Guinea,"2,571"
12/20/2014,Liberia,"7,862"
12/20/2014,Sierra Leone,"8,939"
12/21/2014,Guinea,"2,597"
12/21/2014,Liberia,"7,876"
12/21/2014,Sierra Leone,"9,004"
12/22/2014,Guinea,"2,606"
12/22/2014,Liberia,"7,922"
12/22/2014,Sierra Leone,"9,079"
12/23/2014,Guinea,"2,624"
12/23/2014,Liberia,"7,938"
12/23/2014,Sierra Leone,"9,155"
12/24/2014,Guinea,"2,630"
12/24/2014,Liberia,"7,977"
12/24/2014,Sierra Leone,"9,203"
12/25/2014,Guinea,"2,659"
12/25/2014,Liberia,"7,987"
12/25/2014,Sierra Leone,"9,276"
12/26/2014,Guinea,"2,670"
12/26/2014,Liberia,"8,002"
12/26/2014,Sierra Leone,"9,339"
12/27/2014,Guinea,"2,695"
12/27/2014,Liberia,"8,012"
12/27/2014,Sierra Leone,"9,409"
12/28/2014,Guinea,"2,706"
12/28/2014,Liberia,"8,017"
12/28/2014,Sierra Leone,"9,446"
12/29/2014,Guinea,"2,730"
12/29/2014,Liberia,"8,044"
12/29/2014,Sierra Leone,"9,546"
12/3/2014,Guinea,"2,192"
12/3/2014,Liberia,"7,719"
12/30/2014,Guinea,"2,739"
12/30/2014,Liberia,"8,087"
12/30/2014,Sierra Leone,"9,605"
12/31/2014,Guinea,"2,729"
12/31/2014,Liberia,"8,115"
12/31/2014,Sierra Leone,"9,633"
12/4/2014,Guinea,"2,255"
12/4/2014,Liberia,"7,719"
12/4/2014,Sierra Leone,"7,676"
12/5/2014,Guinea,"2,269"
12/5/2014,Liberia,"7,7317,735"
12/5/2014,Sierra Leone,"7,754"
12/6/2014,Guinea,"2,283"
12/6/2014,Liberia,"7,765"
12/6/2014,Sierra Leone,"7,798"
12/7/2014,Guinea,"2,292"
12/7/2014,Liberia,"7,786"
12/7/2014,Sierra Leone,"7,897"
12/8/2014,Liberia,"7,797"
12/8/2014,Sierra Leone,"7,955"
12/9/2014,Guinea,"2,339"
12/9/2014,Liberia,"7,812"
12/9/2014,Sierra Leone,"8,014"
2/1/2015,Guinea,"2,975"
2/1/2015,Liberia,"8,7208,738"
2/10/2015,Guinea,"3,081"
2/10/2015,Sierra Leone,"10,987"
2/11/2015,Guinea,"3,083"
2/11/2015,Sierra Leone,"11,010"
2/12/2015,Guinea,"3,090"
2/12/2015,Sierra Leone,"11,025"
2/13/2015,Guinea,"3,099"
2/13/2015,Sierra Leone,"11,059"
2/14/2015,Guinea,"3,101"
2/14/2015,Sierra Leone,"11,074"
2/15/2015,Sierra Leone,"11,103"
2/16/2015,Guinea,"3,113"
2/16/2015,Sierra Leone,"11,117"
2/17/2015,Guinea,"3,115"
2/17/2015,Sierra Leone,"11,155"
2/18/2015,Guinea,"3,120"
2/18/2015,Sierra Leone,"11,183"
2/19/2015,Guinea,"3,131"
2/19/2015,Sierra Leone,"11,200"
2/2/2015,Guinea,"2,986"
2/2/2015,Sierra Leone,"6,248"
2/20/2015,Guinea,"3,149"
2/20/2015,Sierra Leone,"11,227"
2/21/2015,Guinea,"3,155"
2/21/2015,Sierra Leone,"11,253"
2/22/2015,Sierra Leone,"11,276"
2/24/2015,Guinea,"3,175"
2/24/2015,Sierra Leone,"5,637"
2/25/2015,Guinea,"3,190"
2/25/2015,Sierra Leone,"11,316"
2/26/2015,Guinea,"3,197"
2/26/2015,Sierra Leone,"8,402"
2/27/2015,Guinea,"3,197"
2/28/2015,Guinea,"3,205"
2/28/2015,Sierra Leone,"9,477"
2/3/2015,Guinea,"2,988"
2/3/2015,Sierra Leone,"6,261"
2/4/2015,Guinea,"2,993"
2/4/2015,Sierra Leone,"6,286"
2/5/2015,Guinea,"3,005"
2/5/2015,Liberia,"8,812"
2/5/2015,Sierra Leone,"6,306"
2/6/2015,Guinea,"3,024"
2/6/2015,Liberia,"8,852"
2/6/2015,Sierra Leone,"6,353"
2/7/2015,Guinea,"3,042"
2/7/2015,Liberia,"8,859"
2/8/2015,Liberia,"8,864"
2/8/2015,Sierra Leone,"10,905"
2/9/2015,Liberia,"8,905"
2/9/2015,Sierra Leone,"6,388"
3/1/2015,Guinea,"3,219"
3/1/2015,Sierra Leone,"9,491"
3/10/2015,Sierra Leone,"10,344"
3/11/2015,Sierra Leone,"11,651"
3/12/2015,Sierra Leone,"11,670"
3/13/2015,Sierra Leone,"11,681"
3/14/2015,Sierra Leone,"11,696"
3/16/2015,Sierra Leone,"10,438"
3/17/2015,Sierra Leone,"11,743"
3/18/2015,Sierra Leone,"11,753"
3/2/2015,Guinea,"3,230"
3/2/2015,Sierra Leone,"11,440"
3/20/2015,Sierra Leone,"11,776"
3/21/2015,Sierra Leone,"10,746"
3/22/2015,Sierra Leone,"10,759"
3/23/2015,Sierra Leone,"10,771"
3/24/2015,Sierra Leone,"11,828"
3/25/2015,Sierra Leone,"11,840"
3/26/2015,Sierra Leone,"11,863"
3/27/2015,Sierra Leone,"11,881"
3/28/2015,Sierra Leone,"11,890"
3/3/2015,Guinea,"3,237"
3/3/2015,Sierra Leone,"11,452"
3/31/2014,Guinea,122
3/4/2015,Guinea,"3,248"
3/4/2015,Sierra Leone,"11,471"
3/5/2015,Guinea,"3,259"
3/5/2015,Sierra Leone,"8,521"
3/6/2015,Guinea,"3,263"
3/6/2015,Sierra Leone,"11,534"
3/8/2015,Sierra Leone,"10,624"
3/9/2015,Sierra Leone,"11,619"
4/1/2014,Guinea,127
4/10/2014,Guinea,157
4/10/2014,Liberia,25
4/11/2014,Guinea,159
4/13/2014,Liberia,26
4/14/2014,Guinea,168
4/16/2014,Guinea,197
4/16/2014,Liberia,27
4/17/2014,Guinea,203
4/18/2014,Liberia,27
4/20/2014,Guinea,208
4/21/2014,Liberia,27
4/23/2014,Guinea,218
4/23/2014,Liberia,35
4/24/2014,Liberia,35
4/26/2014,Guinea,224
4/4/2014,Guinea,143
4/7/2014,Guinea,151
4/8/2014,Liberia,21
4/9/2014,Liberia,22
5/1/2014,Guinea,226
5/10/2014,Guinea,233
5/12/2014,Guinea,248
5/2/2014,Liberia,13
5/23/2014,Guinea,258
5/28/2014,Guinea,291
5/29/2014,Sierra Leone,50
5/3/2014,Guinea,231
5/5/2014,Guinea,235
5/7/2014,Guinea,236
5/9/2014,Liberia,12
6/1/2014,Guinea,328
6/1/2014,Sierra Leone,79
6/11/2014,Liberia,30
6/13/2014,Liberia,31
6/16/2014,Guinea,398
6/16/2014,Liberia,33
6/17/2014,Sierra Leone,97
6/18/2014,Guinea,390
6/19/2014,Liberia,41
6/19/2014,Sierra Leone,136
6/2/2014,Liberia,13
6/20/2014,Guinea,390
6/20/2014,Sierra Leone,158
6/22/2014,Liberia,51
6/26/2014,Liberia,70
6/27/2014,Guinea,407
6/3/2014,Guinea,344
6/30/2014,Guinea,413
6/30/2014,Liberia,107
6/30/2014,Sierra Leone,239
6/5/2014,Guinea,351
6/5/2014,Sierra Leone,81
6/6/2014,Sierra Leone,89
6/7/2014,Liberia,14
6/9/2014,Liberia,16
7/12/2014,Guinea,406
7/12/2014,Liberia,172
7/12/2014,Sierra Leone,386
7/14/2014,Guinea,411
7/14/2014,Liberia,174
7/14/2014,Sierra Leone,397
7/17/2014,Guinea,410
7/17/2014,Liberia,196
7/17/2014,Sierra Leone,442
7/2/2014,Guinea,412
7/2/2014,Liberia,115
7/2/2014,Sierra Leone,252
7/20/2014,Guinea,415
7/20/2014,Liberia,224
7/20/2014,Sierra Leone,454
7/23/2014,Guinea,427
7/23/2014,Liberia,249
7/23/2014,Sierra Leone,525
7/27/2014,Guinea,460
7/27/2014,Liberia,329
7/27/2014,Sierra Leone,533
7/6/2014,Guinea,408
7/6/2014,Liberia,131
7/6/2014,Sierra Leone,305
7/8/2014,Guinea,409
7/8/2014,Liberia,142
7/8/2014,Sierra Leone,337
8/1/2014,Guinea,485
8/1/2014,Liberia,468
8/1/2014,Nigeria,4
8/1/2014,Sierra Leone,646
8/14/2014,Guinea,523
8/14/2014,Liberia,810
8/15/2014,Nigeria,12
8/15/2014,Sierra Leone,830
8/16/2014,Guinea,543
8/17/2014,Liberia,862
8/17/2014,Nigeria,15
8/17/2014,Sierra Leone,850
8/18/2014,Liberia,964
8/19/2014,Guinea,599
8/19/2014,Liberia,1024
8/19/2014,Nigeria,20
8/19/2014,Sierra Leone,910
8/20/2014,Guinea,607
8/20/2014,Liberia,1074
8/20/2014,Sierra Leone,902
8/21/2014,Nigeria,15
8/22/2014,Nigeria,18
8/23/2014,Guinea,628
8/23/2014,Nigeria,19
8/23/2014,Sierra Leone,994
8/24/2014,Liberia,"1,378"
8/24/2014,Sierra Leone,"1,025"
8/25/2014,Guinea,646
8/25/2014,Liberia,1395
8/25/2014,Nigeria,15
8/25/2014,Sierra Leone,1050
8/26/2014,Guinea,661
8/26/2014,Liberia,"1,463"
8/26/2014,Sierra Leone,"1,057"
8/27/2014,Guinea,663
8/27/2014,Nigeria,19
8/28/2014,Guinea,690
8/28/2014,Liberia,"1,582"
8/28/2014,Nigeria,19
8/28/2014,Sierra Leone,"1,117"
8/29/2014,Guinea,707
8/29/2014,Liberia,"1,631"
8/29/2014,Senegal,1
8/30/2014,Guinea,749
8/30/2014,Liberia,"1,673"
8/30/2014,Nigeria,21
8/31/2014,Guinea,771
8/31/2014,Liberia,"1,690"
8/31/2014,Sierra Leone,1216
8/4/2014,Guinea,495
8/4/2014,Liberia,516
8/4/2014,Nigeria,9
8/4/2014,Sierra Leone,691
8/6/2014,Guinea,495
8/6/2014,Liberia,554
8/6/2014,Nigeria,13
8/6/2014,Sierra Leone,717
8/9/2014,Guinea,506
8/9/2014,Liberia,599
8/9/2014,Nigeria,13
8/9/2014,Sierra Leone,730
9/1/2014,Guinea,790
9/1/2014,Liberia,1763
9/1/2014,Nigeria,22
9/10/2014,Guinea,899
9/10/2014,Liberia,2407
9/10/2014,Nigeria,21
9/10/2014,Sierra Leone,"1,509"
9/11/2014,Guinea,909
9/11/2014,Liberia,2527
9/11/2014,Sierra Leone,"1,551"
9/12/2014,Guinea,913
9/12/2014,Senegal,1
9/12/2014,Sierra Leone,"1,586"
9/13/2014,Guinea,936
9/13/2014,Nigeria,21
9/13/2014,Senegal,1
9/14/2014,Guinea,942
9/14/2014,Liberia,"2,712"
9/15/2014,Nigeria,21
9/15/2014,Senegal,1
9/16/2014,Guinea,964
9/16/2014,Nigeria,21
9/16/2014,Senegal,1
9/16/2014,Sierra Leone,"17351,735"
9/17/2014,Guinea,965
9/17/2014,Senegal,1
9/17/2014,Sierra Leone,"1,753"
9/18/2014,Nigeria,20
9/18/2014,Sierra Leone,"1,791"
9/19/2014,Guinea,989
9/19/2014,Liberia,"3,139"
9/19/2014,Nigeria,20
9/19/2014,Sierra Leone,"1,813"
9/2/2014,Guinea,812
9/2/2014,Liberia,1839
9/2/2014,Sierra Leone,1261
9/20/2014,Guinea,"1,008"
9/20/2014,Liberia,"3,074"
9/20/2014,Nigeria,20
9/20/2014,Senegal,1
9/20/2014,Sierra Leone,1876
9/21/2014,Guinea,1022
9/21/2014,Liberia,3272
9/21/2014,Nigeria,20
9/21/2014,Sierra Leone,1940
9/22/2014,Guinea,"1,048"
9/22/2014,Liberia,3362
9/22/2014,Sierra Leone,"1,967"
9/23/2014,Guinea,"1,074"
9/23/2014,Liberia,"3,450"
9/23/2014,Nigeria,20
9/23/2014,Sierra Leone,"2,021"
9/24/2014,Senegal,1
9/24/2014,Sierra Leone,"2,092"
9/25/2014,Guinea,"1,103"
9/25/2014,Liberia,"3,556"
9/25/2014,Nigeria,20
9/25/2014,Senegal,1
9/25/2014,Sierra Leone,"2,120"
9/26/2014,Liberia,"3,627"
9/26/2014,Sierra Leone,"2,149"
9/27/2014,Liberia,"3,664"
9/27/2014,Sierra Leone,"2,208"
9/28/2014,Guinea,"1,157"
9/28/2014,Liberia,"3,688"
9/28/2014,Sierra Leone,"2,317"
9/29/2014,Guinea,"1,169"
9/29/2014,Liberia,"3,778"
9/29/2014,Nigeria,20
9/29/2014,Senegal,1
9/29/2014,Sierra Leone,"2,407"
9/3/2014,Guinea,823
9/3/2014,Liberia,"1,863"
9/3/2014,Sierra Leone,"1,292"
9/30/2014,Guinea,"1,179"
9/30/2014,Liberia,"3,826"
9/30/2014,Nigeria,20
9/30/2014,Senegal,1
9/30/2014,Sierra Leone,"2,437"
9/4/2014,Guinea,826
9/4/2014,Liberia,1915
9/5/2014,Guinea,838
9/5/2014,Liberia,"1,968"
9/5/2014,Senegal,1
9/5/2014,Sierra Leone,"1,361"
9/6/2014,Guinea,862
9/6/2014,Liberia,2038
9/6/2014,Senegal,1
9/6/2014,Sierra Leone,"1,409"
9/7/2014,Guinea,861
9/7/2014,Liberia,"2,073"
9/7/2014,Nigeria,21
9/7/2014,Senegal,3
9/8/2014,Liberia,2184
9/8/2014,Senegal,2
9/9/2014,Guinea,885
9/9/2014,Senegal,1
9/9/2014,Sierra Leone,"1,478"
